docID,label,word_0,word_0.distBG,word_0.distCS,word_0.distEND,word_0.hasADJ,word_0.hasCapital,word_0.hasFood,word_0.hasFoodAdj,word_0.hasNN,word_0.length,word_l1,word_l1.hasCapital,word_l1.isADJ,word_l1.isDT,word_l1.isFood,word_l1.isFoodAdj,word_l1.isMeal,word_l1.isNN,word_l1.isNum,word_l1.isPRCJ,word_l1.isPRN,word_l1.isVB,word_l1.postag,word_l2,word_l2.hasCapital,word_l2.isADJ,word_l2.isDT,word_l2.isFood,word_l2.isFoodAdj,word_l2.isMeal,word_l2.isNN,word_l2.isNum,word_l2.isPRCJ,word_l2.isPRN,word_l2.isVB,word_l2.postag,word_r1,word_r1.hasCapital,word_r1.isADJ,word_r1.isDT,word_r1.isFood,word_r1.isFoodAdj,word_r1.isMeal,word_r1.isNN,word_r1.isNum,word_r1.isPRCJ,word_r1.isPRN,word_r1.isVB,word_r1.postag,word_r2,word_r2.hasCapital,word_r2.isADJ,word_r2.isDT,word_r2.isFood,word_r2.isFoodAdj,word_r2.isMeal,word_r2.isNN,word_r2.isNum,word_r2.isPRCJ,word_r2.isPRN,word_r2.isVB,word_r2.postag
4,True,breakfast,5,6,0,False,False,False,False,True,1,for,False,False,False,False,False,False,False,False,True,False,False,IN,place,False,False,False,False,False,False,True,False,False,False,False,NN,,,,,,,,,,,,,,,,,,,,,,,,,,
4,False,meal,1,3,1,False,False,False,False,True,1,unusual,True,True,False,False,False,False,False,False,False,False,False,JJ,,,,,,,,,,,,,,choices,False,False,False,False,False,False,True,False,False,False,False,NNS,,,,,,,,,,,,,
4,False,choices,2,3,0,False,False,False,False,True,1,meal,False,False,False,False,False,False,True,False,False,False,False,NN,unusual,True,True,False,False,False,False,False,False,False,False,False,JJ,,,,,,,,,,,,,,,,,,,,,,,,,,
4,False,Unusual meal,0,3,2,True,True,False,False,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,,choices,False,False,False,False,False,False,True,False,False,False,False,NNS,,,,,,,,,,,,,
4,False,meal choices,1,3,1,False,False,False,False,True,2,unusual,True,True,False,False,False,False,False,False,False,False,False,JJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,False,Unusual meal choices,0,3,2,True,True,False,False,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,False,scramble,4,5,0,False,False,False,False,True,1,daily,False,True,False,False,True,False,False,False,False,False,False,JJ,the,False,False,True,False,False,False,False,False,False,False,False,DT,,,,,,,,,,,,,,,,,,,,,,,,,,
4,True,daily scramble,3,5,1,True,False,False,True,True,2,the,False,False,True,False,False,False,False,False,False,False,False,DT,had,False,False,False,False,False,False,False,False,False,False,True,VB,,,,,,,,,,,,,,,,,,,,,,,,,,
4,True,potatoes,3,1,14,False,False,True,False,True,1,their,False,False,False,False,False,False,False,False,False,True,False,PRP$,included,False,True,False,False,False,False,False,False,False,False,False,VBD,",",True,False,False,False,False,False,False,False,False,False,False,",",toast,False,False,False,True,False,False,True,False,False,False,False,NN
4,True,toast,5,1,12,False,False,True,False,True,1,",",True,False,False,False,False,False,False,False,False,False,False,",",potatoes,False,False,False,True,False,False,True,False,False,False,False,NNS,",",True,False,False,False,False,False,False,False,False,False,False,",",greens,False,False,False,False,False,False,True,False,False,False,False,NN
4,True,greens,7,1,10,False,False,False,False,True,1,",",True,False,False,False,False,False,False,False,False,False,False,",",toast,False,False,False,True,False,False,True,False,False,False,False,NN,with,False,False,False,False,False,False,False,False,True,False,False,IN,a,False,False,True,False,False,False,False,False,False,False,False,DT
4,True,vinaigrette,10,4,7,False,False,False,False,True,1,a,False,False,True,False,False,False,False,False,False,False,False,DT,with,False,False,False,False,False,False,False,False,True,False,False,IN,and,False,False,False,False,False,False,False,False,True,False,False,CC,we,False,False,False,False,False,False,False,False,False,True,False,PRP
4,True,scone,15,9,2,False,False,True,False,True,1,a,False,False,True,False,False,False,False,False,False,False,False,DT,added,False,True,False,False,False,False,False,False,False,False,False,VBD,to,False,False,False,False,False,False,False,False,False,False,False,TO,,,,,,,,,,,,,
4,False,share,17,11,0,False,False,False,False,True,1,to,False,False,False,False,False,False,False,False,False,False,False,TO,scone,False,False,False,True,False,False,True,False,False,False,False,NN,,,,,,,,,,,,,,,,,,,,,,,,,,
4,True,Coffee,0,3,2,False,True,False,False,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,was,False,False,False,False,False,False,False,False,False,False,True,VB,,,,,,,,,,,,,
4,False,Self,0,5,4,False,True,False,False,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,serve,False,False,False,False,False,False,False,False,False,False,True,VB,coffee,False,False,False,False,False,False,True,False,False,False,False,NN
4,True,coffee,2,5,2,False,False,False,False,True,1,serve,False,False,False,False,False,False,False,False,False,False,True,VB,self,True,False,False,False,False,False,True,False,False,False,False,NNP,and,False,False,False,False,False,False,False,False,True,False,False,CC,,,,,,,,,,,,,
4,True,water,4,5,0,False,False,False,False,True,1,and,False,False,False,False,False,False,False,False,True,False,False,CC,coffee,False,False,False,False,False,False,True,False,False,False,False,NN,,,,,,,,,,,,,,,,,,,,,,,,,,
8,False,duck,2,11,8,False,False,True,False,True,1,the,False,False,True,False,False,False,False,False,False,False,False,DT,had,True,False,False,False,False,False,False,False,False,False,True,VB,confit,False,False,False,False,False,False,True,False,False,False,False,NN,hash,False,False,False,True,False,False,True,False,False,False,False,NN
8,False,confit,3,11,7,False,False,False,False,True,1,duck,False,False,False,True,False,False,True,False,False,False,False,NN,the,False,False,True,False,False,False,False,False,False,False,False,DT,hash,False,False,False,True,False,False,True,False,False,False,False,NN,and,False,False,False,False,False,False,False,False,True,False,False,CC
8,False,hash,4,11,6,False,False,True,False,True,1,confit,False,False,False,False,False,False,True,False,False,False,False,NN,duck,False,False,False,True,False,False,True,False,False,False,False,NN,and,False,False,False,False,False,False,False,False,True,False,False,CC,my,False,False,False,False,False,False,False,False,False,True,False,PRP$
8,True,scramble,10,11,0,False,False,False,False,True,1,the,False,False,True,False,False,False,False,False,False,False,False,DT,had,False,False,False,False,False,False,False,False,False,False,True,VB,,,,,,,,,,,,,,,,,,,,,,,,,,
8,False,duck confit,2,11,8,False,False,True,False,True,2,the,False,False,True,False,False,False,False,False,False,False,False,DT,had,True,False,False,False,False,False,False,False,False,False,True,VB,hash,False,False,False,True,False,False,True,False,False,False,False,NN,and,False,False,False,False,False,False,False,False,True,False,False,CC
8,False,confit hash,3,11,7,False,False,True,False,True,2,duck,False,False,False,True,False,False,True,False,False,False,False,NN,the,False,False,True,False,False,False,False,False,False,False,False,DT,and,False,False,False,False,False,False,False,False,True,False,False,CC,my,False,False,False,False,False,False,False,False,False,True,False,PRP$
8,True,duck confit hash,2,11,8,False,False,True,False,True,3,the,False,False,True,False,False,False,False,False,False,False,False,DT,had,True,False,False,False,False,False,False,False,False,False,True,VB,and,False,False,False,False,False,False,False,False,True,False,False,CC,my,False,False,False,False,False,False,False,False,False,True,False,PRP$
8,False,Marigold,7,17,9,False,True,False,False,True,1,to,False,False,False,False,False,False,False,False,False,False,False,TO,time,False,False,False,False,False,False,True,False,False,False,False,NN,and,False,False,False,False,False,False,False,False,True,False,False,CC,it,False,False,False,False,False,False,False,False,False,True,False,PRP
8,False,wholesome,14,16,1,False,False,False,False,True,1,good,False,True,False,False,False,False,False,False,False,False,False,JJ,eating,False,False,False,False,False,False,False,False,False,False,True,VBG,food,False,False,False,False,False,False,True,False,False,False,False,NN,,,,,,,,,,,,,
9,False,cafe,4,9,4,False,False,False,False,True,1,little,False,True,False,False,False,False,False,False,False,False,False,JJ,this,False,False,True,False,False,False,False,False,False,False,False,DT,for,False,False,False,False,False,False,False,False,True,False,False,IN,breakfast,False,False,False,False,False,True,True,False,False,False,False,NN
9,True,breakfast,6,9,2,False,False,False,False,True,1,for,False,False,False,False,False,False,False,False,True,False,False,IN,cafe,False,False,False,False,False,False,True,False,False,False,False,NN,and,False,False,False,False,False,False,False,False,True,False,False,CC,,,,,,,,,,,,,
9,True,brunch,8,9,0,False,False,False,False,True,1,and,False,False,False,False,False,False,False,False,True,False,False,CC,breakfast,False,False,False,False,False,True,True,False,False,False,False,NN,,,,,,,,,,,,,,,,,,,,,,,,,,
9,True,lattes,4,4,20,False,False,True,False,True,1,good,False,True,False,False,False,False,False,False,False,False,False,JJ,very,False,False,False,False,False,False,False,False,False,False,False,RB,and,False,False,False,False,False,False,False,False,True,False,False,CC,other,False,True,False,False,False,False,False,False,False,False,False,JJ
9,True,beverages,7,1,17,False,False,False,False,True,1,other,False,True,False,False,False,False,False,False,False,False,False,JJ,and,False,False,False,False,False,False,False,False,True,False,False,CC,",",True,False,False,False,False,False,False,False,False,False,False,",",but,False,False,False,False,False,False,False,False,True,False,False,CC
9,True,breakfasts,12,4,12,False,False,False,False,True,1,full,False,True,False,False,False,False,False,False,False,False,False,JJ,also,False,False,False,False,False,False,False,False,False,False,False,RB,(,True,False,False,False,False,False,False,False,False,False,False,(,and,False,False,False,False,False,False,False,False,True,False,False,CC
9,False,ones,16,2,8,False,False,False,False,True,1,creative,False,True,False,False,False,False,False,False,False,False,False,JJ,and,False,False,False,False,False,False,False,False,True,False,False,CC,),True,False,False,False,False,False,False,False,False,False,False,),",",True,False,False,False,False,False,False,False,False,False,False,","
9,True,pastries,21,3,3,False,False,False,False,True,1,just,False,False,False,False,False,False,False,False,False,False,False,RB,not,False,False,False,False,False,False,False,False,False,False,False,RB,and,False,False,False,False,False,False,False,False,True,False,False,CC,breakfast,False,False,False,False,False,True,True,False,False,False,False,NN
9,False,breakfast,23,5,1,False,False,False,False,True,1,and,False,False,False,False,False,False,False,False,True,False,False,CC,pastries,False,False,False,False,False,False,True,False,False,False,False,NNS,sandwiches,False,False,False,False,False,False,True,False,False,False,False,NNS,,,,,,,,,,,,,
9,False,sandwiches,24,6,0,False,False,False,False,True,1,breakfast,False,False,False,False,False,True,True,False,False,False,False,NN,and,False,False,False,False,False,False,False,False,True,False,False,CC,,,,,,,,,,,,,,,,,,,,,,,,,,
9,False,other beverages,6,2,18,True,False,False,False,True,2,and,False,False,False,False,False,False,False,False,True,False,False,CC,lattes,False,False,False,True,False,False,True,False,False,False,False,NN,",",True,False,False,False,False,False,False,False,False,False,False,",",but,False,False,False,False,False,False,False,False,True,False,False,CC
9,False,full breakfasts,11,3,13,True,False,False,False,True,2,also,False,False,False,False,False,False,False,False,False,False,False,RB,but,False,False,False,False,False,False,False,False,True,False,False,CC,(,True,False,False,False,False,False,False,False,False,False,False,(,and,False,False,False,False,False,False,False,False,True,False,False,CC
9,True,breakfast sandwiches,23,5,1,False,False,False,False,True,2,and,False,False,False,False,False,False,False,False,True,False,False,CC,pastries,False,False,False,False,False,False,True,False,False,False,False,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,
9,False,university,5,2,20,False,False,False,False,True,1,the,False,False,True,False,False,False,False,False,False,False,False,DT,from,False,False,False,False,False,False,False,False,True,False,False,IN,area,False,False,False,False,False,False,True,False,False,False,False,NN,",",True,False,False,False,False,False,False,False,False,False,False,","
9,False,area,6,1,19,False,False,False,False,True,1,university,False,False,False,False,False,False,True,False,False,False,False,NN,the,False,False,True,False,False,False,False,False,False,False,False,DT,",",True,False,False,False,False,False,False,False,False,False,False,",",but,False,False,False,False,False,False,False,False,True,False,False,CC
9,False,garage,13,5,12,False,False,False,False,True,1,parking,False,True,False,False,False,False,False,False,False,False,False,JJ,a,False,False,True,False,False,False,False,False,False,False,False,DT,just,False,False,False,False,False,False,False,False,False,False,False,RB,around,False,False,False,False,False,False,False,False,True,False,False,IN
9,False,problem,25,7,0,False,False,False,False,True,1,a,False,False,True,False,False,False,False,False,False,False,False,DT,been,False,False,False,False,False,False,False,False,False,False,False,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,
9,False,university area,5,2,20,False,False,False,False,True,2,the,False,False,True,False,False,False,False,False,False,False,False,DT,from,False,False,False,False,False,False,False,False,True,False,False,IN,",",True,False,False,False,False,False,False,False,False,False,False,",",but,False,False,False,False,False,False,False,False,True,False,False,CC
11,True,lunch,4,9,4,False,False,False,False,True,1,for,False,False,False,False,False,False,False,False,True,False,False,IN,here,False,False,False,False,False,False,False,False,False,False,False,RB,and,False,False,False,False,False,False,False,False,True,False,False,CC,was,False,False,False,False,False,False,False,False,False,False,True,VB
11,False,idea,14,5,7,False,False,False,False,True,1,no,False,False,True,False,False,False,False,False,False,False,False,DT,had,False,False,False,False,False,False,False,False,False,False,True,VB,just,False,False,False,False,False,False,False,False,False,False,False,RB,how,False,False,False,False,False,False,False,False,False,False,False,WRB
11,False,chicken,2,13,10,False,False,True,False,True,1,braised,False,True,False,False,False,False,False,False,False,False,False,JJ,the,True,False,True,False,False,False,False,False,False,False,False,DT,was,False,False,False,False,False,False,False,False,False,False,True,VB,incredible,False,True,False,False,False,False,False,False,False,False,False,JJ
11,False,level,10,13,2,False,False,False,False,True,1,right,False,True,False,False,False,False,False,False,False,False,False,JJ,the,False,False,True,False,False,False,False,False,False,False,False,DT,of,False,False,False,False,False,False,False,False,True,False,False,IN,,,,,,,,,,,,,
11,False,acidity,12,13,0,False,False,False,False,True,1,of,False,False,False,False,False,False,False,False,True,False,False,IN,level,False,False,False,False,False,False,True,False,False,False,False,NN,,,,,,,,,,,,,,,,,,,,,,,,,,
11,True,braised chicken,1,13,11,True,False,True,False,True,2,the,True,False,True,False,False,False,False,False,False,False,False,DT,,,,,,,,,,,,,,was,False,False,False,False,False,False,False,False,False,False,True,VB,incredible,False,True,False,False,False,False,False,False,False,False,False,JJ
11,False,right level,9,13,3,True,False,False,False,True,2,the,False,False,True,False,False,False,False,False,False,False,False,DT,just,False,False,False,False,False,False,False,False,False,False,False,RB,of,False,False,False,False,False,False,False,False,True,False,False,IN,,,,,,,,,,,,,
12,False,blueberry,3,6,17,False,False,False,False,True,1,marvelous,False,True,False,False,False,False,False,False,False,False,False,JJ,had,False,False,False,False,False,False,False,False,False,False,True,VB,pancakes,False,False,False,True,False,False,True,False,False,False,False,NN,and,False,False,False,False,False,False,False,False,True,False,False,CC
12,False,pancakes,4,5,16,False,False,True,False,True,1,blueberry,False,False,False,False,False,False,True,False,False,False,False,NN,marvelous,False,True,False,False,False,False,False,False,False,False,False,JJ,and,False,False,False,False,False,False,False,False,True,False,False,CC,house,False,False,False,False,True,False,True,False,False,False,False,NN
12,False,house,6,3,14,False,False,False,True,True,1,and,False,False,False,False,False,False,False,False,True,False,False,CC,pancakes,False,False,False,True,False,False,True,False,False,False,False,NN,made,False,True,False,False,False,False,False,False,False,False,False,VBD,sausage,False,False,False,True,False,False,True,False,False,False,False,NN
12,False,sausage,8,1,12,False,False,True,False,True,1,made,False,True,False,False,False,False,False,False,False,False,False,VBD,house,False,False,False,False,True,False,True,False,False,False,False,NN,",",True,False,False,False,False,False,False,False,False,False,False,",",service,True,False,False,False,False,False,True,False,False,False,False,NNP
12,True,coffee,17,8,3,False,False,False,False,True,1,the,False,False,True,False,False,False,False,False,False,False,False,DT,and,False,False,False,False,False,False,False,False,True,False,False,CC,large,False,True,False,False,False,False,False,False,False,False,False,JJ,and,False,False,False,False,False,False,False,False,True,False,False,CC
12,False,marvelous blueberry,2,7,18,True,False,False,False,True,2,had,False,False,False,False,False,False,False,False,False,False,True,VB,i,True,False,False,False,False,False,False,False,False,True,False,PRP,pancakes,False,False,False,True,False,False,True,False,False,False,False,NN,and,False,False,False,False,False,False,False,False,True,False,False,CC
12,True,blueberry pancakes,3,6,17,False,False,True,False,True,2,marvelous,False,True,False,False,False,False,False,False,False,False,False,JJ,had,False,False,False,False,False,False,False,False,False,False,True,VB,and,False,False,False,False,False,False,False,False,True,False,False,CC,house,False,False,False,False,True,False,True,False,False,False,False,NN
12,False,house made,6,3,14,True,False,False,True,True,2,and,False,False,False,False,False,False,False,False,True,False,False,CC,pancakes,False,False,False,True,False,False,True,False,False,False,False,NN,sausage,False,False,False,True,False,False,True,False,False,False,False,NN,",",True,False,False,False,False,False,False,False,False,False,False,","
12,False,made sausage,7,2,13,True,False,True,False,True,2,house,False,False,False,False,True,False,True,False,False,False,False,NN,and,False,False,False,False,False,False,False,False,True,False,False,CC,",",True,False,False,False,False,False,False,False,False,False,False,",",service,True,False,False,False,False,False,True,False,False,False,False,NNP
12,False,coffee large,17,8,3,True,False,False,False,True,2,the,False,False,True,False,False,False,False,False,False,False,False,DT,and,False,False,False,False,False,False,False,False,True,False,False,CC,and,False,False,False,False,False,False,False,False,True,False,False,CC,,,,,,,,,,,,,
12,False,marvelous blueberry pancakes,2,7,18,True,False,True,False,True,3,had,False,False,False,False,False,False,False,False,False,False,True,VB,i,True,False,False,False,False,False,False,False,False,True,False,PRP,and,False,False,False,False,False,False,False,False,True,False,False,CC,house,False,False,False,False,True,False,True,False,False,False,False,NN
12,True,house made sausage,6,3,14,True,False,True,True,True,3,and,False,False,False,False,False,False,False,False,True,False,False,CC,pancakes,False,False,False,True,False,False,True,False,False,False,False,NN,",",True,False,False,False,False,False,False,False,False,False,False,",",service,True,False,False,False,False,False,True,False,False,False,False,NNP
14,True,lunch,5,10,4,False,False,False,False,True,1,did,False,True,False,False,False,False,False,False,False,False,False,VBD,i,True,False,False,False,False,False,False,False,False,True,False,PRP,here,False,False,False,False,False,False,False,False,False,False,False,RB,in,False,False,False,False,False,False,False,False,True,False,False,IN
14,False,Artisan,0,10,9,False,True,False,False,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,sandwiches,False,False,False,False,False,False,True,False,False,False,False,NNS,sammies,False,False,False,False,False,False,True,False,False,False,False,NNS
14,False,sandwiches,1,10,8,False,False,False,False,True,1,artisan,True,False,False,False,False,False,True,False,False,False,False,NNP,,,,,,,,,,,,,,sammies,False,False,False,False,False,False,True,False,False,False,False,NNS,with,False,False,False,False,False,False,False,False,True,False,False,IN
14,False,sammies,2,10,7,False,False,False,False,True,1,sandwiches,False,False,False,False,False,False,True,False,False,False,False,NNS,artisan,True,False,False,False,False,False,True,False,False,False,False,NNP,with,False,False,False,False,False,False,False,False,True,False,False,IN,fresh,False,True,False,False,False,False,False,False,False,False,False,JJ
14,False,orange,5,10,4,False,False,False,True,True,1,fresh,False,True,False,False,False,False,False,False,False,False,False,JJ,with,False,False,False,False,False,False,False,False,True,False,False,IN,juice,False,False,False,True,False,False,True,False,False,False,False,NN,and,False,False,False,False,False,False,False,False,True,False,False,CC
14,False,juice,6,10,3,False,False,True,False,True,1,orange,False,False,False,False,True,False,True,False,False,False,False,NN,fresh,False,True,False,False,False,False,False,False,False,False,False,JJ,and,False,False,False,False,False,False,False,False,True,False,False,CC,local,False,True,False,False,False,False,False,False,False,False,False,JJ
14,True,beer,9,10,0,False,False,False,False,True,1,local,False,True,False,False,False,False,False,False,False,False,False,JJ,and,False,False,False,False,False,False,False,False,True,False,False,CC,,,,,,,,,,,,,,,,,,,,,,,,,,
14,True,Artisan sandwiches,0,10,9,False,True,False,False,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,,sammies,False,False,False,False,False,False,True,False,False,False,False,NNS,with,False,False,False,False,False,False,False,False,True,False,False,IN
14,False,sandwiches sammies,1,10,8,False,False,False,False,True,2,artisan,True,False,False,False,False,False,True,False,False,False,False,NNP,,,,,,,,,,,,,,with,False,False,False,False,False,False,False,False,True,False,False,IN,fresh,False,True,False,False,False,False,False,False,False,False,False,JJ
14,False,fresh orange,4,10,5,True,False,False,True,True,2,with,False,False,False,False,False,False,False,False,True,False,False,IN,sammies,False,False,False,False,False,False,True,False,False,False,False,NNS,juice,False,False,False,True,False,False,True,False,False,False,False,NN,and,False,False,False,False,False,False,False,False,True,False,False,CC
14,True,orange juice,5,10,4,False,False,True,True,True,2,fresh,False,True,False,False,False,False,False,False,False,False,False,JJ,with,False,False,False,False,False,False,False,False,True,False,False,IN,and,False,False,False,False,False,False,False,False,True,False,False,CC,local,False,True,False,False,False,False,False,False,False,False,False,JJ
14,False,Artisan sandwiches sammies,0,10,9,False,True,False,False,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,,with,False,False,False,False,False,False,False,False,True,False,False,IN,fresh,False,True,False,False,False,False,False,False,False,False,False,JJ
14,False,fresh orange juice,4,10,5,True,False,True,True,True,3,with,False,False,False,False,False,False,False,False,True,False,False,IN,sammies,False,False,False,False,False,False,True,False,False,False,False,NNS,and,False,False,False,False,False,False,False,False,True,False,False,CC,local,False,True,False,False,False,False,False,False,False,False,False,JJ
14,False,tours,11,12,0,False,False,False,False,True,1,capitol,True,False,False,False,False,False,True,False,False,False,False,NNP,post-,False,True,False,False,False,False,False,False,False,False,False,JJ,,,,,,,,,,,,,,,,,,,,,,,,,,
17,False,efficient,3,1,10,False,False,False,False,True,1,",",True,False,False,False,False,False,False,False,False,False,False,",",staff,False,False,False,False,False,False,True,False,False,False,False,NN,system,False,False,False,False,False,False,True,False,False,False,False,NN,if,False,False,False,False,False,False,False,False,True,False,False,IN
17,False,mind,10,8,3,False,False,False,False,True,1,t,False,False,False,False,False,False,False,False,False,False,True,VB,n,False,False,False,False,False,False,False,False,False,False,False,RB,standing,False,False,False,False,False,False,False,False,False,False,True,VBG,in,False,False,False,False,False,False,False,False,True,False,False,IN
17,True,Breakfast,0,4,10,False,True,False,False,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,is,False,False,False,False,False,False,False,False,False,False,True,VBZ,the,False,False,True,False,False,False,False,False,False,False,False,DT
17,False,focus,3,1,7,False,False,False,False,True,1,the,False,False,True,False,False,False,False,False,False,False,False,DT,is,False,False,False,False,False,False,False,False,False,False,True,VBZ,",",True,False,False,False,False,False,False,False,False,False,False,",",with,False,False,False,False,False,False,False,False,True,False,False,IN
17,False,poblano,10,5,3,False,False,False,False,True,1,stuffed,False,True,False,False,False,False,False,False,False,False,False,JJ,the,False,False,True,False,False,False,False,False,False,False,False,DT,chile,False,False,False,False,False,False,True,False,False,False,False,NN,with,False,False,False,False,False,False,False,False,True,False,False,IN
17,False,chile,11,6,2,False,False,False,False,True,1,poblano,False,False,False,False,False,False,True,False,False,False,False,NN,stuffed,False,True,False,False,False,False,False,False,False,False,False,JJ,with,False,False,False,False,False,False,False,False,True,False,False,IN,,,,,,,,,,,,,
17,True,eggs,13,8,0,False,False,True,False,True,1,with,False,False,False,False,False,False,False,False,True,False,False,IN,chile,False,False,False,False,False,False,True,False,False,False,False,NN,,,,,,,,,,,,,,,,,,,,,,,,,,
17,False,stuffed poblano,9,4,4,True,False,False,False,True,2,the,False,False,True,False,False,False,False,False,False,False,False,DT,had,False,False,False,False,False,False,False,False,False,False,True,VB,chile,False,False,False,False,False,False,True,False,False,False,False,NN,with,False,False,False,False,False,False,False,False,True,False,False,IN
17,False,poblano chile,10,5,3,False,False,False,False,True,2,stuffed,False,True,False,False,False,False,False,False,False,False,False,JJ,the,False,False,True,False,False,False,False,False,False,False,False,DT,with,False,False,False,False,False,False,False,False,True,False,False,IN,,,,,,,,,,,,,
17,True,stuffed poblano chile,9,4,4,True,False,False,False,True,3,the,False,False,True,False,False,False,False,False,False,False,False,DT,had,False,False,False,False,False,False,False,False,False,False,True,VB,with,False,False,False,False,False,False,False,False,True,False,False,IN,,,,,,,,,,,,,
17,True,pancakes,6,7,0,False,False,True,False,True,1,had,False,False,False,False,False,False,False,False,False,False,True,VB,party,False,False,False,False,False,False,True,False,False,False,False,NN,,,,,,,,,,,,,,,,,,,,,,,,,,
24,False,Marigold,6,8,1,False,True,False,False,True,1,at,False,False,False,False,False,False,False,False,True,False,False,IN,time,False,False,False,False,False,False,True,False,False,False,False,NN,kitchen,True,False,False,False,False,False,True,False,False,False,False,NNP,,,,,,,,,,,,,
