_id,ltable_id,rtable_id,ltable_name,ltable_address,ltable_city,ltable_zipcode,ltable_phone,rtable_name,rtable_address,rtable_city,rtable_zipcode,rtable_phone,labe
32878,a2179,b400,Denny's,5535 W Century,Los Angeles,90045,3104101712.0,Denny's - Century Blvd.,5535 W Century Blvd,Los Angeles,90045.0,3104101712.0,1
4123,a2105,b2395,Indus by Saffron,735 S Figueroa St,Los Angeles,90017,2136881400.0,Indus by Saffron,735 S Figueroa St,Los Angeles,90017.0,2136881400.0,1
44883,a1277,b2097,Natalee Thai Cuisine,998 S Robertson Blvd,Beverly Hills,90035,3108559380.0,Natalee Thai,998 S Robertson Blvd,Los Angeles,90035.0,3108559380.0,1
72873,a1174,b229,Cafe Buna,3105 Washington Blvd,Marina del Rey,90292,3108232430.0,Hinano Cafe,15 Washington Blvd,Los Angeles,90292.0,3108223902.0,0
51127,a2050,b1861,Pollo Campero,5547 W Sunset Blvd,Los Angeles,90028,3234656927.0,Dreams Cafe & Bar,5625 W Sunset Blvd,West Hollywood,90028.0,3234652233.0,0
17815,a666,b1649,Chick-fil-A,3758 S Figueroa St,Los Angeles,90007,2137478721.0,Chick-fil-A,3758 S Figueroa St,Los Angeles,90007.0,2137478721.0,1
5832,a54,b60,Eggslut,317 S Broadway,Los Angeles,90013,2136250292.0,Eggslut,317 S Broadway,Los Angeles,90013.0,2136250292.0,1
80291,a1964,b417,38 Degrees Ale House & Grill,100 W Main St,Alhambra,91801,6262822038.0,Grill 'Em All Alhambra,19 E Main St,Alhambra,91801.0,6262842874.0,0
1350,a36,b1691,Myung Dong Kyoja,3630 Wilshire Blvd,Los Angeles,90010,2133857789.0,Myung Dong Kyoja,3630 Wilshire Blvd,Los Angeles,90010.0,2133857789.0,1
72876,a1174,b390,Cafe Buna,3105 Washington Blvd,Marina del Rey,90292,3108232430.0,Terrace Cafe,7 Washington Blvd,Los Angeles,90292.0,3105781530.0,0
14383,a309,b681,The New Moon,102 W 9th St,Los Angeles,90015,2136240186.0,WoodSpoon,107 W 9th St,Los Angeles,90015.0,2136291765.0,0
48746,a552,b680,Katsuya Hollywood,6300 Hollywood Blvd,Los Angeles,90028,3233912757.0,Hollywood Burger - Los Angeles,6250 Hollywood Blvd,Los Angeles,90028.0,3233785668.0,0
79312,a1705,b1204,The Hat,491 N Lake Ave,Pasadena,91101,6264491844.0,The Hat,491 N Lake Ave,Pasadena,91101.0,6264491844.0,1
20338,a165,b2931,Hama Sushi,347 E 2nd St,Los Angeles,90012,2136803454.0,Zencu Sushi and Grill,319 E 2nd St Ste 206,Los Angeles,90012.0,2136877780.0,0
22029,a491,b1494,Mexicali Taco & Co,702 N Figueroa St,Los Angeles,90012,2136130416.0,Mexicali Taco & Co.,704 N Figueroa St,Los Angeles,90012.0,2136130416.0,1
41686,a940,b399,Shake Shack,8520 Santa Monica Blvd,West Hollywood,90069,3234883010.0,Shake Shack,8520 Santa Monica Blvd,West Hollywood,90069.0,3234883010.0,1
73445,a1759,b2094,Tavern On Brand,208 N Brand Blvd,Glendale,91203,8182911926.0,Panera Bread,300 N Brand Blvd,Glendale,91203.0,8182650700.0,0
869573,a2018,b3078,Los Amigos Mexican Grill and Cantina,118 W Main St,Alhambra,91801,6263130130.0,Alondra Hotwings,515 Main Street,Alhambra,,,0
64398,a451,b1915,Shamshiri Grill,1712 Westwood Blvd,Los Angeles,90024,3104741410.0,Shaherzad Restaurant,Westwood Blvd,Los Angeles,90024.0,3104741700.0,0
81344,a1985,b2053,Chengdu Taste,828 W Valley Blvd,Alhambra,91803,6265882284.0,Chengdu Taste,828 W Valley Blvd,Alhambra,91803.0,6265882284.0,1
71619,a2051,b2609,El Pollo Loco,5319-51 Sunset Blvd,Los Angeles,90027,3236607900.0,El Chavo,4441 W Sunset Blvd,Los Angeles,90027.0,3236640871.0,0
49875,a564,b209,Musso & Frank Grill,6667 Hollywood Blvd,Hollywood,90028,3234677788.0,Loteria Grill,6627 Hollywood Blvd,Los Angeles,90028.0,3234652500.0,0
67678,a423,b129,Crave Café,14504 Ventura Blvd,Sherman Oaks,91403,8189907888.0,Blu Jam Cafe,15045 Ventura Blvd,Los Angeles,91403.0,8189061955.0,0
5960,a64,b41,Nickel Diner,524 S Main St,Los Angeles,90013,2136238301.0,Nickel Diner,524 S Main St,Los Angeles,90013.0,2136238301.0,1
75789,a962,b388,CiCi's Cafe,18912 Ventura Blvd,Tarzana,91356,8188816704.0,Cici's Cafe,18912 Ventura Blvd,Los Angeles,91356.0,8188816704.0,1
47050,a1844,b737,Garden Cafe,4351 Woodman Ave,Sherman Oaks,91423,8187883700.0,Carnival Restaurant,4356 Woodman Ave,Los Angeles,91423.0,8187843469.0,0
9730,a494,b405,Forage,3823 W Sunset Blvd,Los Angeles,90026,3236636885.0,Cliff's Edge,3626 W Sunset Blvd,Los Angeles,90026.0,3236666116.0,0
23,a2,b162,Kang Ho-dong Baekjeong,3465 W 6th St,Los Angeles,90020,2133849678.0,Hae Jang Chon Korean BBQ Restaurant,3821 W 6th St,Los Angeles,90020.0,2133898777.0,0
46112,a2021,b1671,Mama Lu's Dumpling House,501 W Garvey Ave,Monterey Park,91754,6262822256.0,Duck House,501 S Atlantic Blvd,Monterey Park,91754.0,6262843227.0,0
67790,a426,b70,RockSugar Southeast Asian Kitchen,10250 Santa Monica Blvd,Los Angeles,90067,3105529988.0,RockSugar Pan Asian Kitchen,10250 Santa Monica Blvd,Los Angeles,90067.0,3105529988.0,1
77679,a1675,b918,Umami Burger - Pasadena,49 E Colorado Blvd,Pasadena,91105,6267998626.0,Umami Burger,49 E Colorado Blvd,Pasadena,91105.0,6267998626.0,1
16481,a162,b1229,Poppy + Rose,765 Wall St,Los Angeles,90014,2139957799.0,Poppy & Rose,765 Wall St,Los Angeles,90014.0,2139957799.0,1
72700,a2141,b1597,The Cheesecake Factory,364 N Beverly Dr,Beverly Hills,90210,3102787270.0,The Cheese Store of Beverly Hills,419 N Beverly Dr,Beverly Hills,90210.0,3102782855.0,0
37163,a625,b201,Il Cielo,9018 Burton Way,Beverly Hills,90211,3102769990.0,Il Cielo,9018 Burton Way,Beverly Hills,90211.0,3102769990.0,1
69835,a524,b432,Palermo Italian Restaurant,1858 N Vermont Ave,Los Angeles,90027,3236631430.0,Palermo Ristorante Italiano,1858 N Vermont Ave,Los Angeles,90027.0,3236631430.0,1
30124,a273,b478,Yxta Cocina Mexicana,601 S Central Ave,Los Angeles,90021,2135965579.0,Yxta,601 S Central Ave,Los Angeles,90021.0,2135965579.0,1
25181,a1021,b2203,TOT / Teishokuya of Tokyo,345 E 2nd St,Los Angeles,90012,2136800344.0,Liliya China Bistro,108 W 2nd St,Los Angeles,90012.0,2136201717.0,0
568,a4,b7,Langer's,704 S Alvarado St,Los Angeles,90057,2134838050.0,Langer's,704 S Alvarado St,Los Angeles,90057.0,2134838050.0,1
67818,a1146,b339,Hinoki & The Bird,10 W Century Dr,Los Angeles,90067,3105521200.0,Hinoki & the Bird,10 W Century Dr,Los Angeles,90067.0,3105521200.0,1
37490,a258,b414,Bao Dim Sum House,8256 Beverly Blvd,Los Angeles,90048,3236556556.0,Bao Dim Sum House,8256 Beverly Blvd,Los Angeles,90048.0,3236556556.0,1
47110,a1847,b980,Sweet Butter Kitchen,13824 Ventura Blvd,Sherman Oaks,91423,8187882832.0,Sweet Butter Kitchen Cafe Market,13824 Ventura Blvd,Los Angeles,91423.0,8187882832.0,1
69784,a523,b1308,Thai Patio,5273 Hollywood Blvd,Los Angeles,90027,3234663894.0,Hollywood Thai Restaurant,5241 Hollywood Blvd,Los Angeles,90027.0,3234670926.0,0
9818,a498,b2655,Millie's Cafe,3524 W Sunset Blvd,Los Angeles,90026,3236640404.0,Good Microbrew & Grill,3725 W Sunset Blvd,Los Angeles,90026.0,3236603645.0,0
60215,a411,b2044,The Apple Pan,10801 W Pico Blvd,Los Angeles,90064,3104753585.0,San Francisco Saloon,11501 W Pico Blvd,Los Angeles,90064.0,3104780152.0,0
74610,a709,b1690,Katsuya Glendale,702 Americana Way,Glendale,91210,8182445900.0,Katsuya - Glendale - SBE,702 Americana Way,Glendale,91210.0,8182445900.0,1
78753,a1659,b844,Tender Greens,621 E Colorado Blvd,Pasadena,91101,6264051511.0,Tender Greens,621 E Colorado Blvd,Pasadena,91101.0,6264051511.0,1
63273,a2126,b2036,The Village,12345 Ventura Blvd,Studio City,91604,8187529222.0,The Village,12345 Ventura Blvd,Los Angeles,91604.0,8187529222.0,1
42612,a1238,b1020,The Church Key,8730 W Sunset Blvd,West Hollywood,90069,4242493700.0,The Church Key,8730 W Sunset Blvd,West Hollywood,90069.0,4242493700.0,1
440,a28,b610,Beverly Soon Tofu Restaurant,2717 W Olympic Blvd,Los Angeles,90006,2133801113.0,Beverly Soon Tofu,2717 W Olympic Blvd Ste 108,Los Angeles,90006.0,2133801113.0,1
840289,a1840,b1300,The Local Peasant - Sherman Oaks,14058 Ventura Blvd,Sherman Oaks,91423,8185010234.0,The Counter,12117 Ventura Blvd,Los Angeles,,8189800004.0,0
59607,a2081,b1414,Monte Alban Restaurant,11929 Santa Monica Blvd,Los Angeles,90025,3104447736.0,Monte Alban,11927 Santa Monica Blvd,Los Angeles,90025.0,3104447736.0,1
9571,a480,b405,Flore Vegan Cuisine,3818 W Sunset Blvd,Los Angeles,90026,3239530611.0,Cliff's Edge,3626 W Sunset Blvd,Los Angeles,90026.0,3236666116.0,0
27721,a1052,b1824,Cilantro Fresh Mexican Grill,1149 Hill St,Los Angeles,90012,,Foo-Chow Restaurant,949 N Hill St,Los Angeles,90012.0,2134851294.0,0
8689,a645,b2815,Loteria Grill,6333 W 3rd St,Los Angeles,90036,3239302211.0,Mixology 101 Grill & Lounge,6333 W 3rd St,Los Angeles,90036.0,3233706561.0,0
69676,a522,b513,Pa Ord Noodle,5301 Sunset Blvd,Los Angeles,90027,3234613945.0,Pa Ord Noodles,5301 W Sunset Blvd,Los Angeles,90027.0,,1
850773,a1904,b1107,Joan's on Third,12059 Ventura Pl,Studio City,91604,8182013900.0,Joan's on Third,12059 Ventura Place,Los Angeles,,8182013900.0,1
38324,a632,b814,Robata JINYA,8050 West 3rd St,Los Angeles,90048,3236538877.0,Robata Jinya,8050 W 3rd St,Los Angeles,90048.0,3236538877.0,1
72563,a2127,b1048,Panini Kabob Grill,9601 Santa Monica Blvd,Beverly Hills,90210,3102478300.0,Panini Kabob Grill,9601 Santa Monica Blvd,Beverly Hills,90210.0,3102478300.0,1
58539,a463,b1089,Curry House,2130 S Sawtelle Blvd,Los Angeles,90025,3104798477.0,Hurry Curry of Tokyo,2131 Sawtelle Blvd,Los Angeles,90025.0,3104731640.0,1
16421,a71,b3105,Cole's French Dip,118 E 6th St,Los Angeles,90014,2136224090.0,Los Angeles New York Pizza,518 W 6th St,Los Angeles,90014.0,2136141100.0,0
865309,a1992,b3078,Izakaya Akatora,115 W Main St,Alhambra,91801,6269437872.0,Alondra Hotwings,515 Main Street,Alhambra,,,0
61659,a1827,b786,Sushi Dan,11056 Ventura Blvd,Studio City,91604,8189852254.0,Sushi Dan,11056 Ventura Blvd,Los Angeles,91604.0,8189852254.0,0
63234,a2126,b700,The Village,12345 Ventura Blvd,Studio City,91604,8187529222.0,The Six,12650 Ventura Blvd,Los Angeles,91604.0,8187612319.0,0
49229,a555,b482,The Waffle,6255 W Sunset Blvd,Los Angeles,90028,3234656901.0,The Waffle,6255 W Sunset Blvd,Los Angeles,90028.0,3234656901.0,1
842406,a1853,b1016,The Counter Studio City,12117 Ventura Blvd,Studio City,91604,8189800004.0,The Bellwether,13251 Ventura Blvd,Los Angeles,,8182858184.0,0
46997,a1840,b1112,The Local Peasant - Sherman Oaks,14058 Ventura Blvd,Sherman Oaks,91423,8185010234.0,Le Petit Restaurant,13360 Ventura Blvd,Los Angeles,91423.0,8185017999.0,0
67922,a1196,b339,Massis Kabob - The Original Kabobery,Westfield Century City Mall,Los Angeles,90067,3105564400.0,Hinoki & the Bird,10 W Century Dr,Los Angeles,90067.0,3105521200.0,0
67802,a595,b43,Craft,10100 Constellation Blvd,Los Angeles,90067,3102794180.0,Craft Los Angeles,10100 Constellation Blvd,Los Angeles,90067.0,3102794180.0,1
78580,a1647,b1721,Urth Caffe,594 E Colorado Blvd,Pasadena,91101,6268444644.0,Yahaira's Cafe,698 E Colorado Blvd,Pasadena,91101.0,6268443254.0,0
36057,a2267,b993,Tacos Y Mariscos,Westchester Pkwy & Sepulveda,Los Angeles,90045,,Mercado Buenos Aires,7540 S Sepulveda Blvd,Los Angeles,90045.0,8187860522.0,0
70380,a532,b2140,Tomato Pie Pizza Joint,2457 Hyperion Ave,Silver Lake,90027,3236616474.0,Speranza,2547 Hyperion Ave,Los Angeles,90027.0,3236441918.0,0
6775,a186,b890,Blossom Restaurant,426 S Main St,Los Angeles,90013,2136231973.0,Blossom Restaurant,426 S Main St,Los Angeles,90013.0,2136231973.0,1
47020,a1843,b720,Boneyard Bistro,13539 Ventura Blvd,Sherman Oaks,91423,8189067427.0,Boneyard Bistro,13539 Ventura Blvd,Los Angeles,91423.0,8189067427.0,1
75740,a907,b2524,Stuff I Eat,114 N Market St,Inglewood,90301,3106710115.0,Stuff I Eat,114 N Market St,Inglewood,90301.0,3106710115.0,1
73769,a713,b2625,Spitz - Eagle Rock,2506 Colorado Blvd,Los Angeles,90041,3232575600.0,EagleRock Green Dragon,1735 Colorado Blvd,Los Angeles,90041.0,3232558889.0,0
43853,a1253,b512,Night + Market Weho,9043 W Sunset Blvd,West Hollywood,90069,3102759724.0,Night + Market,9043 W Sunset Blvd,West Hollywood,90069.0,3102759724.0,1
39404,a1267,b1224,Berlins,8474 W 3rd St,Los Angeles,90048,3237465409.0,Berlins,8474 W 3rd St,Los Angeles,90048.0,3237465409.0,1
73300,a1748,b2543,Fish Time,310 N Brand Blvd,Glendale,91203,8186377820.0,Fish Time,310 N Brand Blvd,Glendale,91203.0,8186377820.0,1
7427,a58,b2753,Genwa Korean BBQ,5115 Wilshire Blvd,Los Angeles,90036,3235490760.0,Baja Fresh Mexican Grill,5757 Wilshire Blvd,Los Angeles,90036.0,,0
80412,a1971,b453,Lunasia Chinese Cuisine,500 W Main St,Alhambra,91801,6263083222.0,Lunasia Dim Sum House,500 W Main St,Alhambra,91801.0,6263083222.0,1
8432,a629,b504,Andre's Italian Restaurant,6332 W 3rd St,Los Angeles,90036,3239351246.0,Maggiano's Little Italy,6301 W 3rd St,Los Angeles,90036.0,3239659665.0,0
45299,a539,b83,DeSano Pizza Bakery,4959 Santa Monica Blvd,Los Angeles,90029,3239137000.0,DeSano Pizza Bakery,4959 Santa Monica Blvd,Los Angeles,90029.0,3239137000.0,1
17640,a659,b358,Chichen Itza Restaurant,3655 S Grand Ave,Los Angeles,90007,2137411075.0,Chichen Itza,3655 S Grand Ave Ste C6,Los Angeles,90007.0,2137411075.0,1
68976,a511,b1699,Alcove Café & Bakery,1929 Hillhurst Ave,Los Angeles,90027,3236440100.0,Mustard Seed Cafe,1948 Hillhurst Ave,Los Angeles,90027.0,3236600670.0,0
9176,a60,b2291,Silverlake Ramen,2927 W Sunset Blvd,Los Angeles,90026,3236608100.0,Xoia Vietnamese Eats,1801 W Sunset Blvd,Los Angeles,90026.0,,0
842100,a1851,b1396,Midori Sushi,13905 Ventura Blvd,Sherman Oaks,91423,8187891188.0,Shiki Sushi,12745 Ventura Blvd,Los Angeles,,8184873938.0,0
194,a37,b2502,Hangari Bajirak Kalgooksoo,3470 W 6th St,Los Angeles,90020,2133882326.0,Sake House by Hikari,3465 W 6th St,Los Angeles,90020.0,2133894000.0,0
76359,a2404,b1228,Sweet Fish Sushi Bar,13020 Pacific Promenade,Playa Vista,90094,4242282298.0,Sweet Fish Sushi Bar,13020 Pacific Promenade,Los Angeles,90094.0,4242282298.0,1
18961,a85,b32,Philippe the Original,1001 N Alameda St,Los Angeles,90012,2136283781.0,Philippe the Original,1001 N Alameda St,Los Angeles,90012.0,2136283781.0,1
49365,a560,b100,In-N-Out Burger,7009 Sunset Blvd,Hollywood,90028,8007861000.0,In-N-Out Burger,7009 W Sunset Blvd,West Hollywood,90028.0,8007861000.0,1
62615,a1900,b1059,Il Tramezzino - Studio City,13031 Ventura Blvd,Studio City,91604,8187842244.0,Du-par's Restaurant Studio City,12036 Ventura Blvd,Los Angeles,91604.0,8187664437.0,0
33482,a2187,b1645,Andiamo,5711 W Century Blvd,Los Angeles,90045,3104104000.0,Andiamo,5711 W Century Blvd,Los Angeles,90045.0,3104104000.0,1
59641,a2081,b2674,Monte Alban Restaurant,11929 Santa Monica Blvd,Los Angeles,90025,3104447736.0,Thai Talay Restaurant,11314 Santa Monica Blvd,Los Angeles,90025.0,3104773189.0,0
340,a1139,b1987,Shin Chon Seolnongtang,3033 W 6th St,Los Angeles,90020,2133652233.0,KangHoDong Baek Jeong,3465 W 6th St Ste 20,Los Angeles,90020.0,2133849678.0,0
25910,a1027,b3039,Sushi & Teri,116 Japanese Village Plz Mall,Los Angeles,90012,2136878368.0,Sushi and Teri,116 Japanese Village Plaza Mall,Los Angeles,90012.0,2136878368.0,1
357,a3,b710,Road To Seoul,1230 S Western Ave,Los Angeles,90006,3237319292.0,Road to Seoul,1230 S Western Ave,Los Angeles,90006.0,3237319292.0,1
727903,a1147,b439,Tara's Himalayan Cuisine,10855 Venice Blvd,Los Angeles,90034,3108369696.0,Barlo Kitchen + Cocktails,"Hotel Erwin, Venice Beach",Los Angeles,,,0
79601,a1656,b455,Malbec Argentinean Cuisine,1001 E Green St,Pasadena,91106,6266830550.0,Malbec,1001 E Green St,Pasadena,91106.0,6266830550.0,1
73602,a1789,b2856,Crab Avenue,900 N Central Ave,Glendale,91203,8182445898.0,Crab Avenue,900 N Central Ave,Glendale,91203.0,8182445898.0,1
60677,a1154,b2872,The Backhouse,10915 W Pico Blvd,Los Angeles,90064,3104816800.0,Back House,10915 W Pico Blvd,Los Angeles,90064.0,3104816800.0,1
45571,a327,b2876,Z's Crazy Good,1470 Monterey Pass Rd,Monterey Park,91754,3232607996.0,Z's Crazy Good,1470 Monterey Pass Rd,Monterey Park,91754.0,3232607996.0,1
41060,a256,b491,Taste on Melrose,8454 Melrose Ave,West Hollywood,90069,3238526888.0,Taste on Melrose,8454 Melrose Ave,West Hollywood,90069.0,3238526888.0,1
79590,a1724,b2971,Tokyo Wako Restaurant,330 E Colorado Blvd,Pasadena,91101,6264400670.0,Tokyo Wako,330 E Colorado Blvd # 239,Pasadena,91101.0,6264400670.0,1
6295,a86,b75,Urth Caffé - Downtown,451 S Hewitt St,Los Angeles,90013,2137974534.0,Urth Caffe,451 S Hewitt St,Los Angeles,90013.0,2137974534.0,1
25379,a1023,b975,My Ramen Bar,321 1/4 E 1st St,Los Angeles,90012,2136139888.0,Mr. Ramen,341 E 1st St,Los Angeles,90012.0,2136264252.0,0
72871,a1174,b57,Cafe Buna,3105 Washington Blvd,Marina del Rey,90292,3108232430.0,26 Beach Cafe,3100 Washington Blvd,Los Angeles,90292.0,3108237526.0,0
76384,a2413,b1816,Gulp,13020 Pacific Promenade,Los Angeles,90094,3104963966.0,Gulp Restaurant and Brew Pub,13020 Pacific Promenade,Los Angeles,90094.0,3104963966.0,1
49917,a564,b787,Musso & Frank Grill,6667 Hollywood Blvd,Hollywood,90028,3234677788.0,Snow White Cafe and Grill,6769 Hollywood Blvd,Los Angeles,90028.0,3234654444.0,0
8035,a620,b290,Pampas Grill,6333 W 3rd St,Los Angeles,90036,3239311928.0,Phil s Deli & Grill,6333 W 3rd St,Los Angeles,90036.0,3239363704.0,0
76050,a1821,b1534,Vicious Dogs,5231 Lankershim Blvd,North Hollywood,91601,8189853647.0,Vicious Dogs,5231 Lankershim Blvd,Los Angeles,91601.0,8189853647.0,1
74774,a1744,b551,Bourbon Steak,237 S Brand Blvd,Glendale,91204,8188394130.0,Bourbon Steak,237 S Brand Blvd,Glendale,91204.0,8188394130.0,1
76356,a2401,b2426,ROC Playa Vista,12775 Millennium Dr,Los Angeles,90094,4248354777.0,R.O.C. Kitchen,12775 Millennium Drive,Los Angeles,90094.0,4248354777.0,1
851262,a1907,b1016,The Bellwether,13251 Ventura Blvd,Studio City,91604,8182858184.0,The Bellwether,13251 Ventura Blvd,Los Angeles,,8182858184.0,1
48019,a547,b2885,Palms Thai Restaurant,5900 Hollywood Blvd,Los Angeles,90028,3234625073.0,Secret Restaurant,6541 Hollywood Blvd Ste 104,Los Angeles,90028.0,3234635156.0,0
62161,a1854,b1909,The Six Chow House,12650 Ventura Blvd,Studio City,91604,8187612319.0,The Patio Cafe,12833 Ventura Blvd,Los Angeles,91604.0,8187694700.0,1
6966,a272,b666,Fisherman's Outlet,529 S Central Ave,Los Angeles,90013,2136277231.0,Fisherman's Outlet Restaurant and Market,529 S Central Ave,Los Angeles,90013.0,2136277231.0,1
61573,a1813,b618,Barrel & Ashes,11801 Ventura Blvd,Studio City,91604,8186238883.0,Barrel & Ashes,11801 Ventura Blvd,Los Angeles,91604.0,8186238883.0,0
860717,a1964,b3078,38 Degrees Ale House & Grill,100 W Main St,Alhambra,91801,6262822038.0,Alondra Hotwings,515 Main Street,Alhambra,,,0
629673,a547,b550,Palms Thai Restaurant,5900 Hollywood Blvd,Los Angeles,90028,3234625073.0,The Spare Room,"The Hollywood Roosevelt Hotel, Mezzanine",Los Angeles,,,0
625737,a523,b550,Thai Patio,5273 Hollywood Blvd,Los Angeles,90027,3234663894.0,The Spare Room,"The Hollywood Roosevelt Hotel, Mezzanine",Los Angeles,,,0
81382,a2003,b1163,Sam Woo Barbeque,514 W Valley Blvd,Alhambra,91803,6262810038.0,Noodle World Alhambra,700 W Valley Blvd,Alhambra,91803.0,6262938800.0,0
40763,a253,b136,Urth Caffé- Melrose,8565 Melrose Ave,West Hollywood,90069,3106590628.0,Urth Caffe,8565 Melrose Ave,West Hollywood,90069.0,3106590628.0,1
42049,a958,b480,PUMP Restaurant,8948 Santa Monica Blvd,West Hollywood,90069,3106577867.0,Pump Lounge,8948 Santa Monica Boulevad,West Hollywood,90069.0,3106577867.0,1
6722,a184,b1335,Manna Korean BBQ,333 S Alameda St,Los Angeles,90013,2136170306.0,Manna Korean BBQ,333 S Alameda St,Los Angeles,90013.0,2136170306.0,1
9525,a478,b1174,Pho Cafe,2841 W Sunset Blvd,Los Angeles,90026,2134130888.0,Pho Cafe,2841 W Sunset Blvd,Los Angeles,90026.0,2134130888.0,1
1590,a198,b2258,CJ's Cafe,5501 W Pico Blvd,Los Angeles,90019,3239363216.0,Paper or Plastik Cafe,5772 W Pico Blvd,Los Angeles,90019.0,3239350268.0,0
852342,a1913,b2823,River Rock,12833 Ventura Blvd,Studio City,91604,8184327500.0,River Rock,12000 block of Ventura Blvd.,Los Angeles,,8184327500.0,1
177,a37,b162,Hangari Bajirak Kalgooksoo,3470 W 6th St,Los Angeles,90020,2133882326.0,Hae Jang Chon Korean BBQ Restaurant,3821 W 6th St,Los Angeles,90020.0,2133898777.0,0
64998,a2063,b143,Napa Valley Grille,1100 Glendon Ave,Los Angeles,90024,3108243322.0,Napa Valley Grille,1100 Glendon Ave,Los Angeles,90024.0,3108243322.0,1
68186,a1229,b1685,Century City Mall Food Court,10250 Santa Monica Blvd,Los Angeles,90067,3102773898.0,BREADBAR Century City,10250 Santa Monica Blvd,Los Angeles,90067.0,3102773770.0,0
52655,a2154,b2653,California Wings Cafe,1649 N Cahuenga Blvd,Los Angeles,90028,3234652000.0,Trejo's Cantina,1556 N Cahuenga Blvd,Los Angeles,90028.0,3234618226.0,0
186,a37,b1987,Hangari Bajirak Kalgooksoo,3470 W 6th St,Los Angeles,90020,2133882326.0,KangHoDong Baek Jeong,3465 W 6th St Ste 20,Los Angeles,90020.0,2133849678.0,0
26932,a1036,b2497,Poke Express By Honda-Ya,316 E 2nd St,Los Angeles,90012,2136283665.0,kagaya japanese restaurant,418 E 2nd St,Los Angeles,90012.0,2136171016.0,0
74251,a786,b2966,Armon's Restaurant,5056 Eagle Rock Blvd,Los Angeles,90041,3234781440.0,Armon's Restaurant,5056 Eagle Rock Blvd,Los Angeles,90041.0,3234781440.0,1
25406,a1023,b1954,My Ramen Bar,321 1/4 E 1st St,Los Angeles,90012,2136139888.0,Far Bar,347 E 1st St,Los Angeles,90012.0,2136179990.0,0
