_id,ltable_id,rtable_id,ltable_name,ltable_address,ltable_city,ltable_zipcode,ltable_phone,rtable_name,rtable_address,rtable_city,rtable_zipcode,rtable_phone
9587,a480,b1444,Flore Vegan Cuisine,3818 W Sunset Blvd,Los Angeles,90026.0,3239530611.0,flore vegan cuisine,3818 W Sunset Blvd,Los Angeles,90026.0,
9666,a481,b3050,Brite Spot,1918 W Sunset Blvd,Los Angeles,90026.0,2134849800.0,Burrito King Sunset,2109 W Sunset Blvd,Los Angeles,90026.0,2134849859.0
9822,a498,b2804,Millie's Cafe,3524 W Sunset Blvd,Los Angeles,90026.0,3236640404.0,El Siete Mares,3131 W Sunset Blvd,Los Angeles,90026.0,3236650865.0
9833,a500,b319,Taix French Restaurant,1911 W Sunset Blvd,Los Angeles,90026.0,2134841265.0,Taix French Country Cuisine,1911 W Sunset Blvd,Los Angeles,90026.0,2134841265.0
9922,a501,b2628,Diablo,3129 W Sunset Blvd,Los Angeles,90026.0,3236664666.0,Diablo Taco,3129 W Sunset Blvd,Los Angeles,90026.0,3236664666.0
9981,a502,b2804,Night + Market Song,3322 W Sunset Blvd,Los Angeles,90026.0,3236655899.0,El Siete Mares,3131 W Sunset Blvd,Los Angeles,90026.0,3236650865.0
10215,a508,b1190,Gobi Mongolian BBQ House,2827 W Sunset Blvd,Los Angeles,90026.0,2139890711.0,Gobi Mongolian BBQ,2827 W Sunset Blvd,Los Angeles,90026.0,2139890711.0
10223,a508,b1444,Gobi Mongolian BBQ House,2827 W Sunset Blvd,Los Angeles,90026.0,2139890711.0,flore vegan cuisine,3818 W Sunset Blvd,Los Angeles,90026.0,
10660,a65,b1001,Tatsu Ramen,7111 Melrose Ave,Los Angeles,90046.0,3237471388.0,Tatsu Ramen,7111 Melrose Ave,Los Angeles,90046.0,3237471388.0
10744,a245,b501,Blu Jam Café,7371 Melrose Ave,Los Angeles,90046.0,3239519191.0,Fratelli Cafe,7200 Melrose Ave,Los Angeles,90046.0,3239382233.0
10960,a399,b650,The Griddle Cafe,7916 W Sunset Blvd,Hollywood,90046.0,3238740377.0,The Pikey,7617 W Sunset Blvd,Los Angeles,90046.0,3238505400.0
11043,a409,b61,Bossa Nova on Sunset,7181 W Sunset Blvd,Los Angeles,90046.0,3234367999.0,Bossa Nova,7181 W Sunset Blvd,Los Angeles,90046.0,3234367999.0
11268,a562,b603,The Village Idiot,7383 Melrose Ave,Los Angeles,90046.0,3236553331.0,The Village Idiot,7383 Melrose Ave,Los Angeles,90046.0,3236553331.0
11303,a562,b1543,The Village Idiot,7383 Melrose Ave,Los Angeles,90046.0,3236553331.0,The Hart and the Hunter,7950 Melrose Ave,Los Angeles,90046.0,
11456,a569,b18,Chibiscus Asian Cafe,7361 W Sunset Blvd,Los Angeles,90046.0,3239779877.0,The Griddle Cafe,7916 W Sunset Blvd,Los Angeles,90046.0,3238740377.0
11524,a569,b1698,Chibiscus Asian Cafe,7361 W Sunset Blvd,Los Angeles,90046.0,3239779877.0,Chipotle Mexican Grill,7660 W Sunset Blvd,Los Angeles,90046.0,3239525160.0
11675,a648,b226,Red O,8155 Melrose Ave,Los Angeles,90046.0,3236555009.0,Red O Restaurant,8155 Melrose Ave,Los Angeles,90046.0,3236555009.0
11878,a937,b172,Connie & Ted's,8171 Santa Monica Blvd,West Hollywood,90046.0,3238482722.0,Connie & Ted's,8171 Santa Monica Blvd,West Hollywood,90046.0,3238482722.0
11983,a960,b174,Laurel Hardware,7984 Santa Monica Blvd,West Hollywood,90046.0,3236566070.0,Laurel Hardware,7984 Santa Monica Blvd,West Hollywood,90046.0,3236566070.0
12164,a1237,b2507,Hamburger Mary's,8288 Santa Monica Blvd,West Hollywood,90046.0,3236543800.0,Hamburger Mary's,8288 Santa Monica Blvd,West Hollywood,90046.0,3236543800.0
13279,a167,b681,Wood Spoon,107 W 9th St,Los Angeles,90015.0,2136291765.0,WoodSpoon,107 W 9th St,Los Angeles,90015.0,2136291765.0
13313,a170,b160,Fleming's Prime Steakhouse & Wine Bar,800 W Olympic Blvd,Los Angeles,90015.0,2137459911.0,Fleming's Prime Steakhouse & Wine Bar,800 W Olympic Blvd,Los Angeles,90015.0,2137459911.0
13325,a170,b599,Fleming's Prime Steakhouse & Wine Bar,800 W Olympic Blvd,Los Angeles,90015.0,2137459911.0,TRIPLE 8 China Bar & Grill,800 W Olympic Blvd Ste A120,Los Angeles,90015.0,2137473700.0
13342,a170,b1689,Fleming's Prime Steakhouse & Wine Bar,800 W Olympic Blvd,Los Angeles,90015.0,2137459911.0,Cana Rum Bar,714 W Olympic Blvd,Los Angeles,90015.0,2137457090.0
13658,a282,b566,El Cholo,1037 S Flower St,Los Angeles,90015.0,2137467750.0,El Cholo,1037 S Flower St,Los Angeles,90015.0,2137467750.0
13874,a292,b1945,King Taco,645 E Washington Blvd,Los Angeles,90015.0,2137479915.0,King Taco,645 E Washington Blvd,Los Angeles,90015.0,2137479915.0
16088,a2172,b2487,Ktchn Dtla - Wood Spoon,107 W 9th St,Los Angeles,90015.0,2139082646.0,New Moon,112 W 9th St Ste 102,Los Angeles,90015.0,2136240186.0
16385,a71,b328,Cole's French Dip,118 E 6th St,Los Angeles,90014.0,2136224090.0,"Cole's, Originators of the French Dip Sandwich",118 E 6th St,Los Angeles,90014.0,2136224090.0
16434,a160,b670,LA Café,639 S Spring St,Los Angeles,90014.0,2136123000.0,LA Cafe,639 S Spring St,Los Angeles,90014.0,2136123000.0
16481,a162,b1229,Poppy + Rose,765 Wall St,Los Angeles,90014.0,2139957799.0,Poppy & Rose,765 Wall St,Los Angeles,90014.0,2139957799.0
17196,a2208,b2672,Saffron,300 S Grand Ave,Los Angeles,90071.0,2136870555.0,Saffron,300 S Grand Ave,Los Angeles,90071.0,2136870552.0
17766,a664,b2238,El Huero,3000 S Figueroa St,Los Angeles,90007.0,2137470012.0,El Huero,3000 S Figueroa St,Los Angeles,90007.0,2137470012.0
17815,a666,b1649,Chick-fil-A,3758 S Figueroa St,Los Angeles,90007.0,2137478721.0,Chick-fil-A,3758 S Figueroa St,Los Angeles,90007.0,2137478721.0
17866,a668,b1124,California Gogi Grill,3742 S Figueroa St,Los Angeles,90007.0,2137441910.0,Chipotle Mexican Grill,3748 S Figueroa St,Los Angeles,90007.0,2137659068.0
17894,a669,b1124,Chipotle Mexican Grill,3748 S Figueroa St,Los Angeles,90007.0,2137659068.0,Chipotle Mexican Grill,3748 S Figueroa St,Los Angeles,90007.0,2137659068.0
18403,a2278,b1649,La Taquiza,3009 S Figueroa St,Los Angeles,90007.0,2137419795.0,Chick-fil-A,3758 S Figueroa St,Los Angeles,90007.0,2137478721.0
18961,a85,b32,Philippe the Original,1001 N Alameda St,Los Angeles,90012.0,2136283781.0,Philippe the Original,1001 N Alameda St,Los Angeles,90012.0,2136283781.0
19178,a87,b2931,Sushi Gen,422 E 2nd St,Los Angeles,90012.0,2136170552.0,Zencu Sushi and Grill,319 E 2nd St Ste 206,Los Angeles,90012.0,2136877780.0
19774,a95,b84,Yang Chow,819 N Broadway,Los Angeles,90012.0,2136250811.0,Yang Chow,819 N Broadway,Los Angeles,90012.0,2136250811.0
20193,a159,b2203,Spitz - Little Tokyo,371 E 2nd St,Los Angeles,90012.0,2136130101.0,Liliya China Bistro,108 W 2nd St,Los Angeles,90012.0,2136201717.0
20856,a176,b981,Komasa Sushi,351 E 2nd St,Los Angeles,90012.0,2136801792.0,Komasa,351 E 2nd St,Los Angeles,90012.0,2136801792.0
20918,a176,b2931,Komasa Sushi,351 E 2nd St,Los Angeles,90012.0,2136801792.0,Zencu Sushi and Grill,319 E 2nd St Ste 206,Los Angeles,90012.0,2136877780.0
21308,a182,b742,Sushi Enya,343 E 1st St,Los Angeles,90012.0,,Sushi Enya,343 E 1st St,Los Angeles,90012.0,6263653512.0
21395,a185,b13,Men Oh Tokushima Ramen,456 E 2nd St,Los Angeles,90012.0,2136878485.0,Sushi Gen,422 E 2nd St,Los Angeles,90012.0,2136170552.0
21475,a185,b2421,Men Oh Tokushima Ramen,456 E 2nd St,Los Angeles,90012.0,2136878485.0,Teishokuya of Tokyo,345 E 2nd St,Los Angeles,90012.0,2136800344.0
21498,a185,b2931,Men Oh Tokushima Ramen,456 E 2nd St,Los Angeles,90012.0,2136878485.0,Zencu Sushi and Grill,319 E 2nd St Ste 206,Los Angeles,90012.0,2136877780.0
21512,a189,b27,Kura Revolving Sushi Bar,333 E 2nd St,Los Angeles,90012.0,2132909631.0,Redbird,114 E 2nd St,Los Angeles,90012.0,2137881191.0
21891,a484,b865,Eastside Market Italian Deli,1013 Alpine St,Los Angeles,90012.0,2132502464.0,Eastside Market,1013 Alpine St,Los Angeles,90012.0,2132502464.0
22592,a577,b947,Phoenix Inn Chinese Cuisine,301 Ord St,Los Angeles,90012.0,2136292812.0,Phoenix Inn Chinese Cuisine,301 Ord St,Los Angeles,90012.0,2136292812.0
23106,a581,b2530,Thien Huong,727 N Broadway,Los Angeles,90012.0,2136260764.0,Hong Kong B-B-Q Restaurant,803-807 N. Broadway,Los Angeles,90012.0,2136877238.0
23245,a582,b3065,Qin West Noodle,727 N Broadway,Los Angeles,90012.0,2136871063.0,Hop Woo BBQ & Seafood Restaurant,845 N Broadway,Los Angeles,90012.0,2136173038.0
23802,a587,b2530,Oleego by Park's BBQ,635 N Broadway,Los Angeles,90012.0,2136139092.0,Hong Kong B-B-Q Restaurant,803-807 N. Broadway,Los Angeles,90012.0,2136877238.0
24119,a590,b1568,New Kamara,709 N Hill St,Los Angeles,90012.0,2136201090.0,New Dragon Sea Food Restaurant,934 N Hill St,Los Angeles,90012.0,2136266050.0
24819,a1018,b1717,Kouraku Restaurant,314 E 2nd St,Los Angeles,90012.0,2136874972.0,Koraku Restaurant,314 E 2nd St,Los Angeles,90012.0,2136874972.0
24844,a1018,b2497,Kouraku Restaurant,314 E 2nd St,Los Angeles,90012.0,2136874972.0,kagaya japanese restaurant,418 E 2nd St,Los Angeles,90012.0,2136171016.0
24915,a1019,b975,Mr Ramen,341 1/2 E 1st St,Los Angeles,90012.0,2136264252.0,Mr. Ramen,341 E 1st St,Los Angeles,90012.0,2136264252.0
25287,a1022,b1893,Mitsuru Cafe,117 Japanese Village Plz Mall,Los Angeles,90012.0,2136131028.0,Mitsuru Cafe,117 Japanese Village Plaza Mall,Los Angeles,90012.0,2136131028.0
26107,a1029,b2186,Korean Kitchen Hibachi Barbeque,135 Japanese Village Pl Mall,Los Angeles,90012.0,2136801039.0,Korean Kitchen Hibachi Barbeque,135 Japanese Village Plaza Mall,Los Angeles,90012.0,2136801039.0
26423,a1032,b975,RAKKAN Ramen,359 E 1st St,Los Angeles,90012.0,2136804166.0,Mr. Ramen,341 E 1st St,Los Angeles,90012.0,2136264252.0
26695,a1034,b2421,Tokyo Beat,319 E 2nd St,Los Angeles,90012.0,2136255708.0,Teishokuya of Tokyo,345 E 2nd St,Los Angeles,90012.0,2136800344.0
27042,a1037,b2414,Tamon Sushi,328 E 1st St,Los Angeles,90012.0,2136177839.0,San Sui Tei,313 E 1st St,Los Angeles,90012.0,2136130100.0
27260,a1039,b1896,Chinchikurin Hiroshima Okonomiyaki,350 E 1st St,Los Angeles,90012.0,2136260480.0,Toshi Sushi,359 E 1st St,Los Angeles,90012.0,2136804166.0
27825,a1159,b1446,Pho 87,1019 N Broadway,Los Angeles,90012.0,3232270758.0,Pho 87 Restaurant,1019 N Broadway,Los Angeles,90012.0,3232270758.0
28375,a2200,b519,Grand Café,251 S Olive St,Los Angeles,90012.0,2133564155.0,Grand Cafe Omni Hotel,251 S Olive St,Los Angeles,90012.0,
30108,a154,b51,Bestia,2121 E 7th Pl,Los Angeles,90021.0,2135145724.0,Bestia Restaurant,2121 E 7th Pl,Los Angeles,90021.0,2135145724.0
30139,a275,b1661,Pizzanista!,2019 E 7th St,Los Angeles,90021.0,2136271430.0,Pizzanista!,2019 E 7th St,Los Angeles,90021.0,2136271430.0
30151,a277,b1441,Little Bear,1855 Industrial St,Los Angeles,90021.0,2136228100.0,Little Bear,1855 Industrial St,Los Angeles,90021.0,2136228100.0
30194,a289,b2280,Pour Haus Wine Bar,1820 Industrial St,Los Angeles,90021.0,2133270304.0,Pour Haus Wine Bar,1820 Industrial St,Los Angeles,90021.0,2133270304.0
30213,a293,b272,Officine Brera,1331 E 6th St,Los Angeles,90021.0,2135538006.0,Officine Brera,1331 E 6th St,Los Angeles,90021.0,2135538006.0
30412,a223,b2775,Normandie Bakery,3022 S Cochran Ave,Los Angeles,90016.0,3239395528.0,Normandie Pate,3022 S Cochran Ave,Los Angeles,90016.0,3239395528.0
30506,a825,b1225,Fred's Downhome Burgers,2524 W Slauson Ave,Los Angeles,90043.0,3232987762.0,Simply Wholesome,4508 W Slauson Ave,Los Angeles,90043.0,3232942144.0
30511,a826,b2964,La Louisanne,5812 Overhill Dr,Los Angeles,90043.0,3232935073.0,LA Louisanne INC,5812 Overhill Dr,Los Angeles,90043.0,3232935073.0
30532,a837,b675,Mama's Chicken and Market,2510 W Slauson Ave,Los Angeles,90043.0,3232929696.0,Orleans and York Deli,4454 W Slauson Ave,Los Angeles,90043.0,3232918800.0
30553,a852,b908,Jordan's Hot Dogs,5960 Crenshaw Blvd,Los Angeles,90043.0,3232993647.0,Dulan's On Crenshaw,4859 Crenshaw Blvd,Los Angeles,90043.0,3232963034.0
30568,a148,b148,JW's Steakhouse,5855 West Century Boulevard,Los Angeles,90045.0,3106415700.0,JW's Steakhouse,5855 W Century Blvd,Los Angeles,90045.0,3106415700.0
31215,a905,b118,Pann's Restaurant,6710 La Tijera Blvd,Los Angeles,90045.0,3237763770.0,Pann's,6710 La Tijera Blvd,Los Angeles,90045.0,3237763770.0
31293,a906,b299,Dinah's Family Restaurant,6521 S Sepulveda Blvd,Los Angeles,90045.0,3106450456.0,Dinah's Family Restaurant,6521 S Sepulveda Blvd,Los Angeles,90045.0,3106450456.0
31371,a914,b736,Humble Potato,8321 Lincoln Blvd,Los Angeles,90045.0,3239892242.0,Humble Potato - the original Hambaga,8321 Lincoln Blvd,Los Angeles,90045.0,3239892242.0
31650,a923,b193,Benny's Tacos & Chicken Rotisserie,7101 W Manchester Ave,Los Angeles,90045.0,3106708226.0,Jino's Pars,5844 W Manchester Ave,Los Angeles,90045.0,3106456666.0
31732,a926,b811,Kabuki Japanese Restaurant,6081 Center Dr,Los Angeles,90045.0,3106415524.0,Kabuki Japanese Restaurant,6081 Center Dr Ste 203,Los Angeles,90045.0,3106415524.0
31825,a929,b1625,The Ramen Joint,6220 W 87th St,Los Angeles,90045.0,4242279328.0,The Ramen Joint,6220 W 87th St,Los Angeles,90045.0,4242279328.0
31956,a935,b1115,Paco's Tacos,6212 W Manchester Ave,Los Angeles,90045.0,3106458692.0,Benny's Tacos & Chicken Rotisserie,7101 W Manchester Ave,Los Angeles,90045.0,3106708226.0
32067,a1075,b2695,TGI Fridays,6721 La Tijera Blvd,Los Angeles,90045.0,3103371143.0,TGI Friday's,6721 La Tijera Blvd,Los Angeles,90045.0,3103371143.0
32075,a1075,b3093,TGI Fridays,6721 La Tijera Blvd,Los Angeles,90045.0,3103371143.0,Magic Johnson's T.G. I. Friday's,6721 La Tijera Blvd,Los Angeles,90045.0,
32140,a1076,b2737,Derrick's Jamaican Cuisine,6806 La Tijera Blvd,Los Angeles,90045.0,3106417572.0,Derrick's Jamaican Cuisine,6806 La Tijera Blvd,Los Angeles,90045.0,3106417572.0
33257,a2184,b1270,96th Street Bistro,9620 Airport Blvd,Los Angeles,90045.0,3103372800.0,96th Street Bistro,9620 Airport Blvd,Los Angeles,90045.0,3103372800.0
33562,a2188,b1981,The Cafe at the LAX Hilton,5711 W Century Blvd,Los Angeles,90045.0,3104104000.0,The Cafe,5711 W Century Blvd,Los Angeles,90045.0,
33922,a2193,b1981,Cafe Blvd,5400 West Century Blvd,Los Angeles,90045.0,3102165858.0,The Cafe,5711 W Century Blvd,Los Angeles,90045.0,
34110,a2240,b893,Melody Bar and Grill,9132 S Sepulveda Blvd,Los Angeles,90045.0,3106701994.0,Kanpai Sushi Bar and Grill,8736 S Sepulveda Blvd,Los Angeles,90045.0,3106700533.0
35646,a2261,b1868,Unity LA,6225 W Century Blvd,Los Angeles,90045.0,4247021234.0,Unity LA Restaurant,6225 W Century Blvd,Los Angeles,90045.0,4247021234.0
36205,a2270,b1154,Century Restaurant,6225 W Century Blvd,Los Angeles,90045.0,,Century Taproom,5985 W Century Blvd,Los Angeles,90045.0,3106427500.0
36232,a2270,b2381,Century Restaurant,6225 W Century Blvd,Los Angeles,90045.0,,Panang Thai Restaurant,5310 W Century Blvd,Los Angeles,90045.0,3104177944.0
36377,a197,b2844,JR's Barbeque,3055 La Cienega Blvd,Culver City,90232.0,3108376838.0,JR's Genuine Barbeque,3055 La Cienega Blvd,Culver City,90232.0,3108376838.0
36468,a611,b825,Akasha,9543 Culver Blvd,Culver City,90232.0,3108451700.0,Akasha Restaurant & Bakery,9543 Culver Blvd,Culver City,90232.0,3108451700.0
36502,a1170,b1071,Metro Cafe,11188 Washington Pl,Culver City,90232.0,3105596821.0,Metro Cafe,11188 Washington Pl,Culver City,90232.0,3105596821.0
36545,a1361,b825,Backstage Bar & Grill,10400 Culver Blvd,Culver City,90232.0,3108393892.0,Akasha Restaurant & Bakery,9543 Culver Blvd,Culver City,90232.0,3108451700.0
36588,a1397,b646,Meet in Paris,9727 Culver Blvd,Culver City,90232.0,3108158222.0,Meet in Paris,9727 Culver Blvd,Culver City,90232.0,3108158222.0
36618,a1400,b2392,Cafe Vida,9755 Culver Blvd,Culver City,90232.0,3102870140.0,Cafe Vida,9755 Culver Blvd,Culver City,90232.0,3102870140.0
36694,a1408,b2223,The Culver Hotel Bar & Restaurant,9400 Culver Blvd,Culver City,90232.0,3105589400.0,The Culver Hotel,9400 Culver Blvd,Culver City,90232.0,3105589400.0
36777,a600,b777,Gloria's Cafe,10227 Venice Blvd,Los Angeles,90034.0,3108380963.0,Gloria's Cafe,10227 Venice Blvd,Los Angeles,90034.0,3108380963.0
36859,a1147,b996,Tara's Himalayan Cuisine,10855 Venice Blvd,Los Angeles,90034.0,3108369696.0,Tara's Himalayan Cuisine,10855 Venice Blvd,Los Angeles,90034.0,3108369696.0
36939,a1158,b1393,The Vegan Joint,10438 National Blvd,Los Angeles,90034.0,3105591357.0,The Vegan Joint,10438 National Blvd,Los Angeles,90034.0,3105591357.0
